Vendedor,Id,Data,Produto,Quantidade Vendida,Valor Unitario,Faturamento,Custo,Lucro,Forma de Pagamento,Imagem
LeBron James,13201937281,2023-12-05 00:00:00,Celular,4,R$ 300,R$ 1200,R$ 996,"R$ 204,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-12-06 00:00:00,Celular,4,R$ 300,R$ 1200,R$ 996,"R$ 204,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-12-12 00:00:00,Celular,4,R$ 300,R$ 1200,R$ 996,"R$ 204,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-12-15 00:00:00,Celular,4,R$ 300,R$ 1200,R$ 996,"R$ 204,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-12-17 00:00:00,Celular,4,R$ 300,R$ 1200,R$ 996,"R$ 204,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-12-19 00:00:00,Celular,4,R$ 300,R$ 1200,R$ 996,"R$ 204,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-12-21 00:00:00,Celular,4,R$ 300,R$ 1200,R$ 996,"R$ 204,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-12-22 00:00:00,Celular,4,R$ 300,R$ 1200,R$ 996,"R$ 204,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-12-23 00:00:00,Celular,4,R$ 300,R$ 1200,R$ 996,"R$ 204,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-12-24 00:00:00,Celular,4,R$ 300,R$ 1200,R$ 996,"R$ 204,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-01-01 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-01-05 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-01-07 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-01-11 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-01-11 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-01-12 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-01-14 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-01-18 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-01-19 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-01-20 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-01-21 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-01-22 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-01-23 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-01-24 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-01-25 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-01-27 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-01-30 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-01-31 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-01-31 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-02-09 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-02-11 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-02-13 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-02-15 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-02-17 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-02-20 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-02-22 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-02-23 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-02-25 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-02-27 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-03-02 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-03-05 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-03-06 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-03-07 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-03-08 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-03-11 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-03-12 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-03-15 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-03-16 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-03-17 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-03-17 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-03-18 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-03-19 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-03-25 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-03-26 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-03-28 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-03-28 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-03-29 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-03-30 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-03-31 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-04-01 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-04-02 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-04-03 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-04-05 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-04-09 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-04-11 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-04-12 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-04-13 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-04-13 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-04-14 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-04-14 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-04-16 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-04-17 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-04-18 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-04-18 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-04-21 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-04-22 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-04-23 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-04-24 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-04-27 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-05-06 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-05-07 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-05-10 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-05-10 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-05-13 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-05-15 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-05-16 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-05-16 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-05-17 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-05-20 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-05-24 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-05-29 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-05-30 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-05-30 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-05-31 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-06-05 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-06-11 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-06-12 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-06-19 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-06-20 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-06-27 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-07-02 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-07-04 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-07-05 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-07-09 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-07-10 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-07-11 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-07-13 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-07-13 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-07-18 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-07-19 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-07-20 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-07-22 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-07-23 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-07-24 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-07-26 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-07-27 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-07-30 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-07-30 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-08-04 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-08-05 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-08-08 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
LeBron James,13201937281,2023-08-10 00:00:00,Notebook,2,R$ 700,R$ 1400,R$ 854,"R$ 546,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254
